,LRUN_UEMP,UEMP_M_PCT_CHG,UEMP_Q_PCT_CHG,UEMP_A_PCT_CHG,UEMP_2A_PCT_CHG,UEMP_3A_PCT_CHG
1962-01-01,6.536095784,-0.05101654499662189,-0.10203308999324368,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-02-01,6.202646759333333,-0.05101654499662189,-0.10203308999324368,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-03-01,5.869197734666667,-0.0537591511502592,-0.10203308999324368,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-04-01,5.53574871,-0.05681339081440995,-0.10751830230051851,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-05-01,5.437347585333334,-0.017775576497703116,-0.07357907653759754,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-06-01,5.338946460666667,-0.01809726583087934,-0.03555115299540634,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-07-01,5.240545336,-0.018430813156043335,-0.036194531661758456,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-08-01,5.184514222333333,-0.010691847904026441,-0.028925601609057883,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-09-01,5.128483108666667,-0.010807398970052229,-0.02138369580805266,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-10-01,5.072451995,-0.010925474936629875,-0.02161479794010457,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-11-01,5.6051176719999996,0.10501147719585258,0.09293870199706111,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1962-12-01,6.137783349,0.09503202397710542,0.2100229543917056,-0.06094042195266569,-0.10252431285361341,-0.2070309208104265
1963-01-01,6.670449026,0.08678469843462056,0.1900640479542104,0.0754197820410698,-0.10252431285361341,-0.2070309208104265
